Student_ID	Education_Level		Age	Location	Category	Institute_Type	Medium	Monthly_Income_INR	Father_Education	Mother_Education	Internet_Access	Tuition_Classes	Scholarship	Family_Size	Distance_To_Institute_KM	Study_Hours_Per_Day	Attendance_Percentage	Sleep_Hours	Stress_Level	Previous_Percentage	Final_Percentage
5569	School	Male	14	Urban	ST	Government	English	20646	10th	12th	Yes	Yes	Yes	3	8.2	3.2	82.7	5.1	Low	84.4	60.9
5570	School	Male	15	Rural	OBC	Government	English	49264	Postgraduate	10th	Yes	Yes	No	6	6.7	3.2	98.4	6.6	Low	89.7	59.4
5571	School	Female	17	Urban	OBC	Private	Hindi	71782	Graduate	10th	Yes	Yes	Yes	7	0.6	5.6	83.9	7.2	Low	89.5	68
5572	School	Male	14	Rural	OBC	Government	English	45367	Graduate	12th	Yes	No	No	6	15	3	73.5	7	Low	73.9	54.8
5573	School	Female	18	Rural	OBC	Private	Hindi	12043	12th	No School	Yes	Yes	No	5	8.1	4.1	67.3	8	Low	87.2	52.7
5574	School	Female	17	Urban	General	Private	Hindi	8316	10th	12th	Yes	Yes	Yes	7	17.6	0.8	68	8.8	Low	74.3	45.7
5575	School	Female	15	Urban	General	Private	Hindi	70554	12th	10th	Yes	Yes	Yes	7	12.1	5.1	82.9	5.1	Low	97.9	75.3
5576	School	Male	16	Urban	OBC	Government	Hindi	15782	10th	10th	Yes	Yes	No	7	6.2	2.2	79.4	8.9	Low	79	58.2
5577	School	Male	16	Urban	General	Government	English	37489	Graduate	Graduate	Yes	No	No	8	9.5	3.3	81.7	6.2	Low	98	63.1
5578	School	Male	14	Rural	OBC	Private	Hindi	23093	10th	10th	Yes	Yes	No	5	16.3	3.1	72.7	8.4	Medium	92.3	64.8
5579	School	Female	14	Urban	OBC	Private	Hindi	22245	No School	No School	Yes	Yes	No	5	5.2	4	87.8	6.7	Low	91.8	64.4
5580	School	Female	18	Rural	ST	Private	Hindi	9155	12th	10th	No	No	No	3	9	1.3	81.6	8.9	Low	65.3	37.4
5581	School	Male	17	Urban	General	Government	English	12506	12th	No School	Yes	Yes	Yes	5	17.2	2.5	78.1	6.1	Low	90.1	56.9
5582	School	Male	16	Rural	General	Government	Hindi	16146	No School	Graduate	No	Yes	Yes	3	10.9	3.4	87.6	8	Low	89.5	63.3
5583	School	Male	15	Rural	General	Government	English	11420	No School	No School	Yes	No	Yes	7	5.7	4.1	98	5.9	Low	93.4	64.9
5584	School	Female	17	Rural	General	Government	Hindi	13569	No School	10th	Yes	No	Yes	3	0.8	3.3	88.4	8.2	Medium	92.5	53.6
5585	School	Male	17	Rural	General	Government	Hindi	10878	10th	Postgraduate	Yes	Yes	No	7	6.7	4.2	81	6.1	Medium	93.7	61.7
5586	School	Female	17	Rural	SC	Government	Hindi	20339	10th	12th	No	No	Yes	7	9.7	3.8	85.9	6.1	Medium	84.9	52.9
5587	School	Male	14	Rural	General	Government	Hindi	7656	10th	12th	Yes	Yes	Yes	7	4.3	3.1	63.1	7.5	Medium	90.8	58.3
5588	School	Female	14	Rural	General	Government	Hindi	25743	10th	Graduate	Yes	Yes	No	7	17.6	3	64.5	8.1	Low	80.9	57.7
5589	School	Female	14	Rural	SC	Private	English	24460	Graduate	No School	Yes	Yes	No	4	1.6	3.3	88.5	6.5	Low	82.6	58
5590	School	Female	16	Rural	General	Government	English	24559	12th	Graduate	Yes	No	Yes	7	8.2	1.4	66	8	Low	67.5	45.5
5591	School	Female	18	Rural	General	Private	Hindi	16463	Graduate	No School	Yes	Yes	No	7	2.8	1	75.3	7.6	Medium	64.7	44.4
5592	School	Female	15	Urban	General	Government	Hindi	18369	No School	10th	No	No	Yes	7	14.9	4.1	74	6.9	Low	79.1	47.2
5593	School	Female	16	Urban	SC	Government	Hindi	49592	12th	Postgraduate	Yes	No	No	6	11	1.9	78.3	7.1	Medium	87	56.6
5594	School	Male	14	Rural	OBC	Private	Hindi	34561	No School	10th	Yes	No	No	7	16.1	2.8	68.6	6.5	Medium	73.8	47.8
5595	School	Female	14	Rural	OBC	Private	English	5335	12th	Graduate	No	Yes	No	5	12.9	3.9	88.6	6.9	Medium	84.9	60.6
5596	School	Female	18	Rural	General	Government	Hindi	16235	No School	No School	Yes	No	No	5	14.2	1.8	70.8	5.9	Medium	71.5	38
5597	School	Female	15	Rural	OBC	Government	Hindi	33840	10th	10th	No	No	No	7	9.3	3.6	69.9	7.9	Low	98	61.5
5598	School	Male	17	Rural	OBC	Government	Hindi	7879	10th	No School	Yes	Yes	No	5	5.5	2.9	70.2	7	Low	93.2	59
5599	School	Female	15	Rural	OBC	Government	Hindi	56576	10th	12th	Yes	No	No	5	9	3.6	82.3	8.1	Medium	83.2	54.7
5600	School	Female	17	Urban	OBC	Government	Hindi	39464	Graduate	12th	Yes	No	Yes	3	9.4	5.4	93.1	7.6	Low	97.3	71.7
5601	School	Female	15	Urban	General	Government	Hindi	7947	No School	Graduate	Yes	Yes	No	4	17.1	2.9	76.7	8.9	Medium	79.6	59
5602	School	Male	18	Urban	General	Government	Hindi	27846	Graduate	12th	Yes	Yes	Yes	3	13	5	82.6	6.5	Medium	91.1	68.7
5603	School	Male	18	Rural	OBC	Government	Hindi	22562	12th	10th	Yes	Yes	Yes	6	8.9	3.6	80.7	8	Low	71.7	60.6
5604	School	Female	14	Urban	OBC	Private	English	23793	Graduate	Graduate	Yes	Yes	Yes	5	13.4	5.4	83.4	7	Low	92.3	73
5605	School	Female	14	Urban	OBC	Government	English	39684	12th	Graduate	Yes	Yes	No	3	7.6	4.3	84.9	8.7	Medium	89.8	72.1
5606	School	Male	18	Urban	General	Private	English	23102	10th	10th	Yes	No	No	5	4.6	5	81.3	8.2	Low	98	65.2
5607	School	Male	15	Rural	SC	Government	Hindi	55965	No School	10th	No	Yes	No	4	10.4	4.5	83.7	6.9	Low	98	59.2
5608	School	Male	18	Urban	OBC	Private	English	61876	Postgraduate	Graduate	No	Yes	No	7	4.7	3.2	73.3	8	Medium	75.2	61
5609	School	Female	16	Rural	OBC	Government	English	14894	Graduate	10th	Yes	Yes	Yes	6	15.2	3.9	64.7	6	Low	78	66.1
5610	School	Male	15	Urban	General	Private	English	54531	10th	12th	No	Yes	Yes	7	11.5	2.4	74.6	7.9	Medium	84.3	53.5
5611	School	Male	15	Rural	OBC	Private	Hindi	21128	No School	Graduate	Yes	Yes	No	8	1.5	2.5	86.9	7.3	Low	78.4	57.9
5612	School	Male	15	Urban	General	Government	Hindi	5047	Postgraduate	Graduate	No	No	No	6	11.2	2.7	72.5	5.7	Low	90.3	51.7
5613	School	Male	16	Rural	OBC	Private	English	44389	No School	10th	Yes	Yes	Yes	3	14	4.9	86.8	5.9	Medium	98	64.2
5614	School	Male	16	Urban	SC	Private	Hindi	21237	No School	10th	Yes	No	Yes	3	6	3.7	74.9	8.5	Medium	98	58.9
5615	School	Male	14	Rural	General	Government	Hindi	45327	Graduate	Graduate	Yes	Yes	Yes	7	16.1	5.7	77.3	8.8	Low	80.8	65.3
5616	School	Male	16	Urban	SC	Private	English	7000	10th	10th	Yes	No	Yes	5	2.5	3.3	75	7.8	Medium	79.3	49.5
5617	School	Male	16	Urban	General	Private	Hindi	21357	12th	12th	Yes	Yes	No	4	14.1	2.8	80.3	5.4	Low	84.3	65.5
5618	School	Female	17	Rural	General	Private	Hindi	16630	12th	12th	No	Yes	Yes	6	4.3	2.6	84	7.9	Medium	83.4	58.7
5619	School	Female	18	Rural	OBC	Government	Hindi	8980	12th	10th	Yes	Yes	No	5	8.1	4	71.2	7.6	Low	98	68
5620	School	Female	17	Urban	OBC	Private	Hindi	11748	Graduate	10th	Yes	Yes	Yes	3	8.4	4.5	78.3	7.5	Low	98	68.5
5621	School	Male	18	Rural	SC	Government	English	16829	12th	10th	Yes	No	No	7	11.1	4.4	75.3	8.1	Medium	98	62.7
5622	School	Female	17	Rural	General	Private	Hindi	168537	Graduate	12th	No	Yes	No	7	5	2.5	85.7	6	Medium	83.5	64.8
5623	School	Male	16	Urban	General	Government	Hindi	24914	Graduate	Graduate	No	Yes	No	7	5.4	3	76	6.5	Low	76.5	55.8
5624	School	Male	14	Rural	General	Private	English	44466	Graduate	10th	No	No	No	5	4.3	2.8	79.3	8.5	Low	92	58.2
5625	School	Female	14	Urban	ST	Government	English	37952	Graduate	10th	Yes	Yes	Yes	8	16.7	2.2	57.6	5.6	Low	73.3	47.3
5626	School	Female	17	Rural	General	Private	English	45122	10th	Graduate	No	Yes	No	8	3.3	2.8	87.4	5.1	Low	84	57.5
5627	School	Female	14	Rural	OBC	Government	Hindi	31730	Graduate	No School	Yes	Yes	No	5	5.7	2.1	75.3	7.8	Medium	61.3	48.4
5628	School	Male	15	Rural	General	Private	Hindi	10036	Postgraduate	No School	Yes	Yes	No	3	6.8	5.3	85.9	6.4	Low	98	69.2
5629	School	Male	17	Rural	OBC	Government	Hindi	34981	10th	12th	Yes	Yes	No	4	9.4	1.8	76.5	7.1	Medium	77.6	57
5630	School	Female	15	Urban	General	Government	Hindi	8819	12th	12th	Yes	No	No	7	2.3	3.9	81.1	5.9	Medium	98	57.1
5631	School	Male	17	Rural	OBC	Government	Hindi	5670	Graduate	10th	Yes	No	Yes	3	14.3	1.9	65.9	7.4	Medium	85.1	52.4
5632	School	Male	16	Urban	SC	Government	Hindi	7629	12th	No School	Yes	No	Yes	6	3.7	4.1	94.1	8.5	Medium	98	60.3
5633	School	Female	18	Rural	SC	Government	Hindi	7936	10th	Postgraduate	Yes	Yes	Yes	8	2.1	2.9	80.4	8.1	Low	75.1	51.2
5634	School	Male	17	Rural	OBC	Private	Hindi	73796	12th	12th	Yes	No	Yes	3	7	1.3	84	6.7	Low	83.3	51.6
5635	School	Female	18	Rural	OBC	Government	English	6090	Graduate	10th	Yes	Yes	Yes	5	10.2	6.8	91.5	8.5	Medium	98	69.1
5636	School	Female	16	Rural	General	Private	Hindi	8073	12th	10th	Yes	No	No	8	3.8	2.6	78.5	7.6	Low	78.1	41.9
5637	School	Male	17	Rural	OBC	Government	Hindi	31369	Postgraduate	10th	No	Yes	No	5	9.7	2.3	90.3	7.1	Low	98	57.9
5638	School	Male	16	Rural	OBC	Government	Hindi	48789	12th	10th	Yes	Yes	No	6	15.1	2.5	70.2	6.2	Low	86.6	53.7
5639	School	Female	14	Urban	OBC	Private	Hindi	33015	12th	No School	No	Yes	No	7	2.2	2.7	80.7	6	Low	78.6	51.5
5640	School	Female	14	Urban	SC	Private	Hindi	14174	12th	12th	Yes	No	No	8	16.5	2	73.8	6.2	Low	75.2	45.8
5641	School	Female	15	Urban	General	Private	English	45234	10th	No School	Yes	Yes	No	8	6.6	3.7	81.5	6.1	Medium	87.9	56.2
5642	School	Male	16	Rural	General	Government	Hindi	29837	12th	Graduate	No	Yes	No	7	13.6	1.8	72.4	5.9	Low	90.1	56
5643	School	Male	14	Urban	OBC	Private	English	31345	Graduate	12th	No	No	No	4	9.1	2.4	70.4	8.3	Low	70.1	47.2
5644	School	Female	16	Urban	OBC	Government	Hindi	19275	10th	10th	Yes	Yes	Yes	4	1.5	2.4	83.1	8.9	Medium	95.9	57.9
5645	School	Male	15	Rural	OBC	Private	Hindi	171723	12th	10th	Yes	Yes	No	7	0.5	5	91.7	6.8	Low	91.8	74.6
5646	School	Male	16	Rural	OBC	Government	Hindi	10872	No School	No School	Yes	Yes	No	7	2.4	2.7	93.7	7	Low	90.2	50.4
5647	School	Male	14	Urban	OBC	Government	Hindi	70371	10th	No School	No	Yes	Yes	5	17.6	5.6	78.8	5.7	Low	98	56.8
5648	School	Female	17	Urban	ST	Government	Hindi	34372	10th	No School	Yes	No	No	5	10.2	2.3	68.7	5.8	Medium	84.2	48.1
5649	School	Female	15	Urban	SC	Government	Hindi	4323	12th	Graduate	Yes	Yes	No	3	7.1	1.8	85.3	7.1	Low	88.3	64.6
5650	School	Female	18	Urban	OBC	Government	English	14922	Graduate	12th	No	Yes	No	4	6.2	3.7	94.1	8.2	Medium	93.7	67.6
5651	School	Male	15	Urban	OBC	Private	Hindi	8023	No School	10th	Yes	Yes	No	3	3.9	4.7	71.9	6.4	Low	94.1	59.2
5652	School	Male	17	Rural	SC	Private	Hindi	4574	12th	Graduate	Yes	Yes	No	6	10.6	3.2	78.7	7.1	Low	82.2	67
5653	School	Female	17	Rural	ST	Government	Hindi	21211	Graduate	No School	No	Yes	No	7	2	2.8	80.8	6.5	Low	87.1	53.1
5654	School	Male	15	Urban	SC	Private	English	21576	12th	10th	Yes	No	Yes	8	1	3.3	80.4	8.3	Low	91	57.7
5655	School	Male	15	Urban	OBC	Government	Hindi	30489	12th	No School	Yes	Yes	Yes	4	2.1	5.8	88	6.9	Low	98	61.2
5656	School	Male	18	Rural	ST	Government	English	87544	Graduate	No School	Yes	No	No	5	0.9	4.1	87.9	7.5	Low	96.5	60.5
5657	School	Male	14	Rural	General	Government	Hindi	11545	12th	12th	No	Yes	No	6	9.5	6.7	100	5.8	Medium	93.3	72.9
5658	School	Male	15	Rural	OBC	Government	English	21960	Graduate	12th	Yes	Yes	No	7	17	3.2	79.4	6.6	Low	92.2	63.3
5659	School	Male	17	Urban	OBC	Private	Hindi	44140	Graduate	No School	No	No	Yes	6	16.8	3	82	5.5	Low	75.2	45.4
5660	School	Female	16	Urban	General	Government	Hindi	6445	Graduate	10th	Yes	Yes	No	5	8.3	4.2	88.6	7.8	Low	87.7	67.9
5661	School	Male	17	Rural	SC	Private	Hindi	29173	No School	10th	No	Yes	No	7	11.5	2.7	75.4	8.4	Low	74.4	41.8
5662	School	Male	17	Rural	OBC	Government	English	22791	10th	10th	No	No	Yes	7	16.2	4.6	66.5	8.6	Low	86	42.4
5663	School	Male	17	Urban	General	Private	English	6028	Graduate	No School	Yes	Yes	No	5	13.6	4.2	83.7	8	Low	93	69.8
5664	School	Male	16	Urban	SC	Private	Hindi	31224	10th	No School	Yes	Yes	Yes	5	16.7	2.1	73.3	6.1	Low	71	52.7
5665	School	Male	17	Rural	OBC	Government	English	4576	No School	10th	Yes	No	No	8	7.3	3.6	69.3	8	Low	82	43.6
5666	School	Male	18	Rural	OBC	Private	Hindi	12188	10th	Graduate	Yes	Yes	Yes	6	5.1	4.2	88.6	8.6	Medium	86.3	59.4
5667	School	Female	16	Rural	General	Government	Hindi	124360	Graduate	10th	No	Yes	No	8	14.2	2.4	62.5	7	Low	84.2	53.9
5668	School	Male	17	Rural	OBC	Government	Hindi	11107	10th	Graduate	Yes	No	Yes	5	8.7	3.2	87.9	6.1	Low	90.9	62.2
5669	School	Female	15	Rural	OBC	Government	Hindi	21509	12th	10th	Yes	Yes	No	5	16.3	3	86.9	6	Low	74.2	56
5670	School	Female	18	Urban	OBC	Private	Hindi	72483	12th	Graduate	Yes	No	No	8	3.6	3.7	72.3	8.1	Low	84.6	53.6
5671	School	Male	14	Urban	General	Private	English	63308	No School	10th	No	Yes	No	4	1.9	1.8	94.1	8.9	Low	94.3	49.6
5672	School	Male	14	Urban	General	Private	English	10671	12th	12th	Yes	No	No	4	10.2	6.6	91.1	8.2	High	98	73.7
5673	School	Female	18	Urban	ST	Government	English	11165	12th	10th	No	No	Yes	4	11.4	3.1	85	7.7	Low	98	52.8
5674	School	Female	17	Urban	ST	Government	Hindi	92895	10th	10th	Yes	No	No	4	2.6	5.6	82.2	5.3	Low	98	68.2
5675	School	Female	18	Rural	ST	Private	Hindi	7854	10th	12th	No	No	Yes	5	3	1.8	81.8	7.1	Low	76.3	48
5676	School	Female	18	Urban	General	Government	English	145838	Graduate	10th	Yes	Yes	No	5	1	3.5	84.1	5.5	Low	83.7	64
5677	School	Female	16	Rural	OBC	Private	Hindi	5084	No School	No School	Yes	No	No	4	10	3	78.4	7.7	Low	89.4	53.2
5678	School	Female	16	Urban	ST	Private	English	23282	12th	No School	No	Yes	Yes	3	3.2	2.4	68.4	8	Low	83.4	46.2
5679	School	Female	16	Rural	General	Government	English	6501	12th	12th	Yes	Yes	Yes	7	9.4	4.2	93.1	6.2	Low	90.6	64.7
5680	School	Male	16	Rural	General	Government	Hindi	18551	10th	10th	Yes	No	No	5	17.3	4.1	100	7.2	Low	98	66
5681	School	Male	14	Rural	SC	Private	Hindi	18233	No School	Graduate	Yes	Yes	No	6	10.4	2.5	76	7	Low	74	50.9
5682	School	Male	17	Urban	ST	Government	Hindi	9216	10th	12th	Yes	Yes	Yes	5	4.4	1.6	76	8.7	Low	75.9	54.1
5683	School	Male	15	Rural	General	Private	English	4532	No School	12th	No	Yes	No	3	13.6	4.2	97.1	6.4	Medium	94	62.9
5684	School	Female	16	Rural	OBC	Government	Hindi	37119	12th	10th	Yes	Yes	No	3	7.9	3.6	82.6	8.9	Low	88.5	62.1
5685	School	Male	15	Urban	OBC	Government	Hindi	7374	12th	Graduate	Yes	No	No	3	15	5.3	87.9	6.2	Medium	98	68.6
5686	School	Male	14	Rural	OBC	Government	Hindi	16961	Postgraduate	10th	Yes	Yes	Yes	7	2.4	3.7	76.1	7.8	Low	95.1	65.7
5687	School	Male	14	Urban	ST	Government	Hindi	43473	12th	Graduate	Yes	Yes	No	5	3.3	4.9	93	7.6	Low	98	70.5
5688	School	Female	18	Rural	General	Government	Hindi	16017	12th	12th	Yes	No	No	6	6.4	1.2	75	8.3	Low	85.9	50.3
5689	School	Male	14	Rural	OBC	Government	Hindi	13778	12th	No School	Yes	Yes	Yes	7	4.2	1.2	78.3	5	Low	77	47.9
5690	School	Male	14	Rural	OBC	Government	Hindi	42511	12th	12th	Yes	Yes	Yes	8	16.3	4.2	66.9	7	Low	72.1	56.3
5691	School	Male	15	Urban	General	Private	Hindi	21154	No School	No School	No	No	Yes	5	0.6	3.4	73.9	6.6	Low	73.7	36.3
5692	School	Male	14	Rural	ST	Government	English	7427	Graduate	10th	Yes	No	No	6	17.5	1.7	80.9	7.5	Medium	77.2	46.5
5693	School	Male	17	Urban	OBC	Government	Hindi	99254	12th	Graduate	Yes	No	No	7	16	2.7	67.9	7.5	Low	95.8	57.2
5694	School	Male	16	Rural	OBC	Government	English	20464	Graduate	Graduate	Yes	No	No	7	0.7	3.7	84.7	7.3	Medium	93.5	67.2
5695	School	Female	16	Urban	OBC	Private	English	15295	10th	12th	Yes	No	No	3	8.7	0.5	98	8.9	Medium	70.8	48.2
5696	School	Male	18	Rural	General	Government	English	8803	12th	Graduate	Yes	No	Yes	4	6.2	1.5	73.8	8.2	Low	67.9	47
5697	School	Male	17	Rural	OBC	Government	English	100237	10th	Postgraduate	Yes	Yes	No	7	13.4	3.7	72.8	8.2	Low	96.1	66.4
5698	School	Female	14	Urban	SC	Government	English	20026	Graduate	12th	Yes	No	No	6	7.5	1.9	72.6	8.8	Low	70.8	52
5699	School	Female	15	Rural	SC	Private	English	32607	12th	10th	Yes	Yes	Yes	3	17.8	2.8	69.7	8.3	Medium	92.5	57
5700	School	Male	17	Rural	General	Government	Hindi	5394	Graduate	10th	Yes	Yes	No	3	7.3	3.6	78.3	5.7	Medium	93.3	57.8
5701	School	Male	18	Urban	SC	Government	English	18411	12th	10th	Yes	Yes	Yes	8	14.4	3.4	75	8.9	Low	97.6	64.5
5702	School	Male	16	Rural	OBC	Government	Hindi	96288	12th	12th	Yes	Yes	Yes	3	14.7	1.7	91.9	8.7	Medium	74.5	55.1
5703	School	Female	17	Urban	General	Government	English	15866	No School	Graduate	Yes	No	Yes	5	13.3	2.8	73.1	6.6	Medium	79.5	50.8
5704	School	Male	18	Urban	OBC	Government	Hindi	12342	12th	12th	Yes	No	No	6	16.2	2.8	82.1	7.7	Low	86.4	62.9
5705	School	Male	18	Urban	SC	Government	English	14367	12th	Graduate	Yes	Yes	Yes	4	4.3	2.9	95.6	8.1	Low	84.6	60.7
5706	School	Female	15	Urban	General	Private	Hindi	13441	Postgraduate	No School	Yes	Yes	Yes	5	5.9	1.1	85.6	6.5	Low	71.2	52.1
5707	School	Female	18	Rural	General	Government	Hindi	32169	10th	10th	No	Yes	Yes	5	11.7	3.3	85	8.8	Medium	78.5	57.8
5708	School	Female	14	Rural	OBC	Private	Hindi	24933	12th	No School	Yes	Yes	No	4	4.7	4.5	75	8.5	Low	95	57.1
5709	School	Male	14	Urban	SC	Government	Hindi	21481	12th	12th	Yes	Yes	Yes	5	12	6	93.3	8.4	Medium	98	74.7
5710	School	Female	18	Urban	SC	Private	Hindi	24624	12th	Postgraduate	No	Yes	No	6	4.1	0.5	77.7	8.3	Medium	76.4	44.3
5711	School	Male	15	Rural	OBC	Government	Hindi	9517	No School	No School	Yes	Yes	No	4	2.2	3.8	84.8	5	Low	80.5	54.5
5712	School	Male	14	Rural	OBC	Private	Hindi	5492	Postgraduate	12th	No	Yes	No	4	1.8	2.5	74.3	7.4	Medium	75	49.9
5713	School	Female	14	Rural	OBC	Government	English	13370	10th	Graduate	Yes	Yes	No	8	7.2	2.5	69.4	6.7	Medium	81	54.7
5714	School	Female	15	Rural	General	Government	English	4773	10th	10th	No	Yes	Yes	8	12.3	1.4	77.4	6.2	Medium	85.7	41.4
5715	School	Male	15	Urban	OBC	Government	English	23079	No School	Graduate	Yes	Yes	No	3	3.8	4.2	82.4	5.6	Medium	75.7	55.3
5716	School	Male	16	Rural	General	Private	Hindi	36406	12th	Postgraduate	Yes	Yes	No	7	8.4	0.5	70.9	5.3	Low	80.4	49.4
5717	School	Male	16	Urban	General	Government	English	49979	12th	No School	Yes	No	No	3	7.7	4	90.8	8.5	Low	74.2	48.4
5718	School	Female	15	Rural	SC	Private	English	45971	10th	10th	Yes	Yes	No	4	6.8	3.2	87.1	8	Low	98	64.3
5719	School	Male	15	Rural	General	Government	Hindi	7838	12th	12th	Yes	Yes	Yes	3	16.9	4.3	86.5	8	Low	87.4	67
5720	School	Male	15	Rural	General	Private	English	32576	12th	12th	Yes	Yes	No	8	9.5	2	68.2	5.8	Low	80.8	55
5721	School	Male	17	Rural	SC	Government	Hindi	22474	10th	No School	Yes	No	No	8	14.5	2.7	62.5	6.6	Low	67.3	42.3
5722	School	Male	14	Urban	OBC	Private	Hindi	22132	12th	Graduate	No	No	No	4	16	5.3	86.3	6.5	Low	91.3	62.8
5723	School	Female	18	Rural	OBC	Government	English	17406	12th	Graduate	Yes	Yes	No	6	13.2	5.6	75.7	6.5	Medium	98	70
5724	School	Female	16	Rural	General	Government	English	69202	Graduate	No School	Yes	Yes	Yes	4	8	3.1	75	5.2	Low	76.7	56.4
5725	School	Male	14	Urban	General	Private	Hindi	25172	Graduate	12th	Yes	Yes	No	7	9.4	3.5	74.9	7.6	Medium	80.4	61.2
5726	School	Female	15	Urban	General	Private	Hindi	69712	Postgraduate	10th	Yes	No	No	7	0.6	2.3	69	6.3	Medium	86.6	53.1
5727	School	Female	18	Rural	OBC	Government	Hindi	9559	No School	12th	Yes	No	Yes	5	1.9	1.6	85	7.1	Medium	86.9	51.4
5728	School	Female	15	Urban	General	Government	Hindi	24889	12th	Graduate	No	Yes	Yes	4	5.2	3.1	75.2	7.2	Low	89.1	57.3
5729	School	Male	15	Rural	ST	Private	English	18000	Graduate	12th	Yes	Yes	Yes	5	16.5	2.8	90.6	8.2	Low	91.4	64.1
5730	School	Male	15	Rural	OBC	Government	English	36877	10th	Graduate	Yes	Yes	No	6	14.4	3.9	73	8.9	Medium	81.1	61.5
5731	School	Male	17	Rural	SC	Government	Hindi	4828	12th	12th	Yes	Yes	No	5	1.9	2	82.7	6.8	Medium	63.9	55.3
5732	School	Male	14	Rural	General	Government	Hindi	17861	12th	Postgraduate	Yes	Yes	No	4	6.5	2.5	71.4	5.2	Medium	75.1	50.8
5733	School	Male	18	Urban	OBC	Government	Hindi	12989	12th	12th	No	No	No	5	5.1	3.2	89.8	8	Low	98	58.6
5734	School	Female	14	Rural	General	Government	Hindi	8090	12th	10th	Yes	Yes	Yes	6	16.1	2.8	74.2	6.4	Low	76.7	53.8
5735	School	Male	14	Rural	SC	Government	Hindi	10024	10th	Graduate	No	Yes	No	6	6.1	3.5	70.4	7	Medium	81.9	56.9
5736	School	Male	15	Rural	General	Government	Hindi	4728	12th	10th	No	Yes	No	5	6	6	88.3	7.7	Medium	98	71.3
5737	School	Female	16	Urban	General	Government	Hindi	7236	Postgraduate	Graduate	Yes	No	No	8	5.6	4.1	90.4	6	Low	98	67
5738	School	Female	15	Rural	General	Government	Hindi	105964	12th	Graduate	Yes	Yes	No	4	2.6	4.2	94.5	6	Medium	92	64
5739	School	Male	14	Rural	OBC	Government	Hindi	36675	Graduate	10th	Yes	Yes	Yes	4	5.5	2.5	85.4	6	Medium	77.2	58.5
5740	School	Male	14	Rural	ST	Private	Hindi	9076	10th	10th	Yes	No	No	3	11.9	3.3	82.5	6.1	Medium	91.2	58.7
5741	School	Male	15	Rural	General	Government	Hindi	39799	Postgraduate	12th	Yes	Yes	Yes	5	8.3	3.2	93.2	7.9	Medium	84.4	76
5742	School	Male	15	Urban	ST	Government	Hindi	16101	Graduate	No School	Yes	Yes	No	8	16	2.6	69.1	8.4	Low	79.4	49
5743	School	Female	16	Urban	General	Government	Hindi	13149	No School	No School	Yes	No	Yes	8	11.6	2.4	73.8	8.6	Medium	75.9	45.6
5744	School	Male	16	Rural	OBC	Private	Hindi	8903	10th	Graduate	Yes	No	Yes	4	17.3	1.8	53.7	7	High	91.1	51.2
5745	School	Female	14	Urban	OBC	Government	English	12059	Graduate	10th	No	Yes	Yes	4	13.9	3.1	80.8	8.8	Low	82.2	50.6
5746	School	Female	14	Rural	SC	Government	Hindi	45923	10th	Graduate	Yes	No	Yes	7	5	0.5	73.9	6.2	Medium	64.9	36.3
5747	School	Female	15	Urban	SC	Private	English	31254	Graduate	12th	Yes	Yes	No	5	5	2.4	85	5.2	Medium	81	61
5748	School	Female	16	Urban	SC	Government	Hindi	7579	Graduate	10th	No	Yes	Yes	4	15.4	2	69.8	5.4	Low	70	44.5
5749	School	Female	16	Rural	General	Government	Hindi	8571	10th	10th	Yes	Yes	No	6	5.2	5.4	93.1	8.4	Low	90.9	69.1
5750	School	Female	14	Urban	General	Government	Hindi	124265	12th	No School	No	No	No	5	16.6	2.6	89	8.3	Low	69.9	47.2
5751	School	Male	16	Rural	General	Private	Hindi	31457	12th	10th	Yes	Yes	No	8	3	1.1	71.4	7.9	Medium	69.1	42.4
5752	School	Female	14	Rural	SC	Government	Hindi	12495	Graduate	No School	Yes	Yes	Yes	4	1.6	5.5	100	5.4	Low	98	72.9
5753	School	Female	16	Rural	SC	Private	English	25596	No School	10th	Yes	Yes	No	7	10.9	2.9	66.6	6.7	Low	77.8	52
5754	School	Female	18	Rural	SC	Government	English	23336	12th	12th	Yes	No	Yes	4	6.1	3.3	77.1	7.1	Medium	86.7	55.9
5755	School	Female	14	Rural	OBC	Private	Hindi	5404	No School	10th	Yes	No	Yes	8	0.6	1.8	65	8.2	Low	55.4	30.3
5756	School	Male	18	Urban	OBC	Private	Hindi	12337	10th	12th	Yes	No	No	5	9.7	3.7	86.1	9	Low	98	65.3
5757	School	Female	15	Rural	SC	Private	English	36520	Graduate	Graduate	Yes	Yes	Yes	5	6.5	1.9	76.2	5.9	Low	67.4	48.2
5758	School	Male	14	Rural	General	Private	Hindi	49568	10th	No School	Yes	No	No	8	2.1	2.8	77	8.6	Medium	95	52.9
5759	School	Male	15	Urban	OBC	Government	English	15575	Graduate	10th	Yes	Yes	Yes	8	15.5	4.6	83.3	6.3	Low	98	67.2
5760	School	Male	17	Rural	General	Government	Hindi	34978	12th	12th	No	No	Yes	6	15.8	3.6	76.6	8.7	Low	83.4	51.5
5761	School	Male	16	Rural	General	Government	English	35248	12th	Postgraduate	Yes	No	No	3	13.9	3.2	77.1	8.3	Medium	94	62.4
5762	School	Male	15	Rural	OBC	Government	English	23602	12th	No School	Yes	Yes	No	8	13.2	1.3	76.1	6.6	Low	84.6	48.5
