Student_ID,Education_Level,Gender,Age,Location,Category,Institute_Type,Medium,Monthly_Income_INR,Father_Education,Mother_Education,Internet_Access,Smartphone_Available,Laptop_Available,Tuition_Classes,Scholarship,Family_Size,Distance_To_Institute_KM,Study_Hours_Per_Day,Attendance_Percentage,Sleep_Hours,Stress_Level,Previous_Percentage,Final_Percentage
2425,College,Female,19,Rural,OBC,Government,English,29928,Postgraduate,Postgraduate,Yes,Yes,No,No,No,6,11.4,2.5,82.8,8.4,Low,80.9,40.0
2426,College,Male,21,Rural,General,Private,Hindi,6143,12th,10th,No,Yes,No,Yes,No,7,0.7,3.2,78.7,8.8,Medium,79.7,30.0
2427,College,Male,19,Rural,OBC,Government,English,32537,10th,12th,Yes,Yes,No,No,No,3,8.5,3.0,66.2,4.7,Medium,83.1,39.8
2428,College,Male,20,Urban,OBC,Government,Hindi,14363,12th,10th,Yes,Yes,Yes,Yes,Yes,5,10.7,3.2,71.1,8.5,Low,75.6,30.2
2429,College,Male,21,Rural,SC,Government,Hindi,47925,10th,12th,Yes,Yes,No,No,No,3,2.6,5.0,78.8,8.6,Low,95.8,49.6
2430,College,Male,17,Rural,OBC,Government,Hindi,13586,Graduate,12th,Yes,Yes,No,No,No,4,6.8,0.5,72.5,7.0,Medium,68.0,30.0
2431,College,Female,20,Urban,OBC,Private,Hindi,5016,No School,12th,Yes,Yes,Yes,No,No,7,14.7,2.1,69.7,6.9,Low,76.7,32.6
2432,College,Male,18,Urban,OBC,Private,Hindi,25410,12th,12th,Yes,Yes,No,Yes,No,4,11.2,3.3,66.6,7.3,Low,85.5,36.2
2433,College,Male,21,Rural,OBC,Government,Hindi,12177,10th,10th,Yes,Yes,Yes,Yes,No,3,12.6,1.0,67.5,8.9,Low,69.6,30.0
2434,College,Female,18,Rural,OBC,Private,Hindi,35666,Postgraduate,12th,Yes,Yes,No,Yes,No,3,6.3,4.8,73.4,5.2,Medium,90.8,44.0
2435,College,Male,21,Urban,OBC,Government,English,14280,Graduate,Graduate,Yes,Yes,Yes,Yes,No,3,6.4,4.6,82.8,5.8,Low,88.2,36.4
2436,College,Female,23,Rural,General,Government,Hindi,67323,No School,12th,No,Yes,No,Yes,No,8,4.0,3.4,69.6,4.6,Medium,85.8,38.0
2437,College,Female,19,Urban,SC,Government,English,63181,No School,12th,Yes,Yes,No,Yes,Yes,8,19.4,6.5,99.6,7.5,Medium,98.0,52.3
2438,College,Male,23,Urban,OBC,Government,Hindi,20365,Graduate,Graduate,No,Yes,No,Yes,No,5,4.8,3.1,70.4,8.6,Medium,84.4,35.2
2439,College,Male,23,Rural,General,Private,Hindi,20761,10th,12th,Yes,Yes,No,Yes,Yes,6,3.1,4.7,94.9,6.8,Medium,87.3,40.6
2440,College,Male,20,Urban,SC,Government,Hindi,22602,12th,12th,Yes,Yes,Yes,No,No,4,8.5,2.7,77.7,6.5,Low,81.7,37.2
2441,College,Female,20,Rural,OBC,Government,Hindi,6174,12th,10th,Yes,Yes,No,Yes,No,3,6.6,1.5,68.7,6.2,Low,73.8,33.3
2442,College,Female,21,Urban,OBC,Government,Hindi,9240,No School,10th,Yes,Yes,No,Yes,No,7,7.9,4.6,84.5,5.8,Medium,86.1,35.6
2443,College,Male,24,Urban,OBC,Government,English,50139,12th,No School,No,Yes,No,Yes,No,3,7.8,2.0,67.9,6.7,Low,75.8,30.2
2444,College,Male,17,Rural,General,Government,Hindi,22197,10th,12th,Yes,Yes,Yes,Yes,No,6,2.5,2.3,73.2,7.5,Medium,78.7,38.2
2445,College,Male,19,Urban,OBC,Private,Hindi,49472,10th,No School,Yes,Yes,No,Yes,No,8,10.0,4.3,60.1,5.3,Low,87.2,39.0
2446,College,Male,23,Rural,General,Private,Hindi,10595,Postgraduate,12th,No,Yes,No,Yes,No,8,3.4,1.7,89.6,8.5,Medium,65.8,30.0
2447,College,Female,20,Rural,ST,Government,Hindi,41304,12th,10th,Yes,Yes,No,Yes,No,3,1.3,2.7,69.2,7.7,Medium,92.0,42.0
2448,College,Female,23,Rural,OBC,Private,Hindi,9289,10th,Graduate,Yes,Yes,Yes,Yes,No,8,0.5,2.6,70.5,6.9,Medium,73.6,30.0
2449,College,Female,18,Rural,General,Government,Hindi,7702,Graduate,No School,Yes,Yes,No,No,No,5,14.3,3.9,71.4,6.2,Medium,78.8,34.6
2450,College,Male,21,Rural,ST,Private,Hindi,23050,Graduate,No School,Yes,Yes,No,Yes,Yes,8,17.4,2.6,66.6,8.6,Medium,80.8,30.0
2451,College,Male,20,Rural,General,Government,Hindi,16817,Graduate,Graduate,Yes,Yes,Yes,No,No,5,5.6,5.5,71.7,5.3,Low,98.0,41.6
2452,College,Male,18,Rural,OBC,Private,Hindi,12132,10th,10th,Yes,Yes,No,Yes,No,6,11.5,4.6,70.1,5.0,Low,84.1,33.4
2453,College,Male,20,Rural,General,Government,English,9849,12th,Graduate,Yes,Yes,No,Yes,No,8,19.0,2.7,58.5,8.3,High,76.7,32.5
2454,College,Female,18,Rural,OBC,Government,Hindi,11271,10th,12th,Yes,Yes,Yes,Yes,No,3,17.9,3.9,67.6,8.2,Low,74.9,45.3
2455,College,Male,19,Rural,OBC,Government,Hindi,11359,Graduate,12th,Yes,Yes,Yes,No,Yes,6,1.9,1.6,82.6,6.7,Low,60.6,30.0
2456,College,Female,24,Urban,OBC,Government,Hindi,29711,Postgraduate,12th,Yes,Yes,No,Yes,No,7,16.6,3.9,77.7,5.3,Low,88.5,43.0
2457,College,Female,22,Rural,OBC,Government,English,103472,10th,No School,Yes,Yes,No,Yes,No,4,0.5,5.5,76.0,4.8,Low,98.0,55.0
2458,College,Female,18,Urban,SC,Government,English,43116,12th,12th,Yes,Yes,No,No,Yes,4,11.8,4.6,80.0,7.1,Medium,98.0,43.8
2459,College,Male,17,Urban,OBC,Government,Hindi,25948,10th,12th,Yes,Yes,No,Yes,No,4,9.6,4.6,78.1,5.9,Low,95.8,48.2
2460,College,Male,20,Urban,ST,Government,Hindi,24305,Postgraduate,Graduate,Yes,No,Yes,No,No,4,5.1,5.4,91.0,4.9,Medium,93.2,44.4
2461,College,Male,17,Urban,ST,Government,Hindi,16745,Postgraduate,10th,Yes,Yes,No,No,No,6,14.1,3.6,66.0,5.8,Low,83.7,35.3
2462,College,Male,23,Rural,SC,Government,Hindi,13614,12th,No School,Yes,Yes,Yes,No,No,6,19.0,4.7,92.4,7.6,Medium,98.0,41.2
2463,College,Female,21,Rural,SC,Government,Hindi,36208,Postgraduate,12th,Yes,Yes,No,Yes,No,6,5.1,1.1,74.1,8.6,Medium,79.7,36.8
2464,College,Male,22,Urban,OBC,Government,English,21463,12th,12th,Yes,Yes,Yes,No,Yes,6,17.8,4.3,77.1,7.1,Medium,85.2,32.3
2465,College,Male,23,Rural,OBC,Private,Hindi,9013,No School,No School,Yes,Yes,Yes,Yes,No,8,4.5,2.5,71.9,5.4,Medium,82.1,37.3
2466,College,Female,19,Urban,General,Government,English,7155,Graduate,Graduate,Yes,Yes,Yes,No,Yes,3,2.2,0.5,78.7,8.3,Medium,64.1,30.0
2467,College,Female,17,Rural,OBC,Government,English,4717,10th,10th,Yes,Yes,Yes,Yes,No,3,11.7,2.4,76.0,7.8,Medium,72.2,33.4
2468,College,Female,22,Rural,General,Private,Hindi,16410,Graduate,Graduate,No,Yes,No,No,No,4,9.1,4.3,65.3,8.0,Low,78.6,30.7
2469,College,Female,19,Urban,OBC,Government,English,6165,Postgraduate,12th,Yes,Yes,No,No,No,8,14.0,4.2,80.7,8.2,Medium,82.0,33.4
2470,College,Male,21,Rural,OBC,Government,English,4207,Graduate,10th,No,Yes,No,Yes,No,8,10.5,3.4,73.9,6.2,Medium,85.4,32.6
2471,College,Male,23,Urban,OBC,Government,Hindi,5804,Graduate,Postgraduate,Yes,Yes,No,Yes,No,8,4.1,1.6,76.6,7.4,Medium,72.1,30.0
2472,College,Female,17,Rural,General,Government,English,47072,Postgraduate,Graduate,Yes,Yes,Yes,No,No,6,11.8,4.1,79.5,6.2,Medium,84.1,49.1
2473,College,Male,22,Rural,SC,Government,Hindi,20997,12th,12th,Yes,Yes,No,Yes,Yes,6,10.6,2.3,77.8,5.8,Low,68.1,31.8
2474,College,Female,22,Urban,OBC,Government,Hindi,172270,Graduate,No School,Yes,No,Yes,Yes,Yes,6,18.5,2.9,78.7,7.2,Low,98.0,63.6
2475,College,Female,21,Urban,General,Government,Hindi,66366,10th,No School,Yes,Yes,Yes,No,No,3,3.1,3.7,75.4,6.9,Low,85.8,46.0
2476,College,Female,18,Rural,OBC,Private,Hindi,36321,12th,12th,Yes,Yes,No,Yes,Yes,4,5.3,2.8,79.3,6.1,Low,89.3,38.2
2477,College,Male,24,Rural,OBC,Private,Hindi,5205,Graduate,No School,Yes,Yes,No,Yes,Yes,7,19.5,3.3,70.0,7.8,Medium,71.2,30.0
2478,College,Female,24,Rural,OBC,Government,English,7226,Postgraduate,12th,Yes,Yes,No,Yes,No,6,19.8,2.8,58.4,4.9,High,75.0,31.2
2479,College,Male,17,Urban,OBC,Government,Hindi,16546,Graduate,No School,No,Yes,No,Yes,Yes,4,7.2,5.8,79.3,7.9,Low,94.5,37.2
2480,College,Female,23,Urban,General,Government,Hindi,4383,Graduate,12th,Yes,Yes,No,Yes,No,7,7.2,2.6,72.4,6.7,Medium,77.2,30.3
2481,College,Male,21,Rural,OBC,Government,Hindi,17509,Postgraduate,No School,No,Yes,No,Yes,No,4,10.0,4.9,69.5,6.7,Low,89.9,40.0
2482,College,Female,21,Urban,General,Government,Hindi,7242,No School,Graduate,Yes,Yes,Yes,Yes,No,7,15.2,1.8,67.0,6.2,Low,68.3,34.8
2483,College,Male,22,Rural,OBC,Private,Hindi,37584,Graduate,12th,Yes,Yes,No,Yes,Yes,6,10.7,4.1,81.4,7.4,Medium,95.3,41.6
2484,College,Male,21,Rural,ST,Private,Hindi,4374,10th,No School,Yes,Yes,Yes,Yes,No,3,6.0,2.0,64.9,4.9,Medium,75.8,31.8
2485,College,Male,24,Urban,General,Private,Hindi,73968,No School,No School,Yes,Yes,Yes,Yes,No,3,12.5,3.4,62.9,6.5,Medium,85.5,47.3
2486,College,Male,23,Urban,OBC,Government,Hindi,6610,12th,12th,No,Yes,Yes,No,Yes,8,2.7,4.9,95.3,4.6,Low,98.0,36.5
2487,College,Male,24,Urban,General,Government,English,44742,12th,Postgraduate,Yes,Yes,Yes,Yes,No,3,14.5,2.4,61.4,7.5,Low,81.4,33.8
2488,College,Female,17,Rural,SC,Private,Hindi,48156,10th,10th,No,Yes,Yes,Yes,No,7,14.9,4.2,86.0,6.9,Medium,97.9,45.4
2489,College,Female,20,Urban,ST,Government,English,57712,Postgraduate,Graduate,Yes,No,No,Yes,No,7,19.8,5.1,61.0,8.7,Low,93.0,47.5
2490,College,Male,21,Rural,OBC,Government,English,42403,10th,No School,No,Yes,No,Yes,No,4,15.1,2.9,65.1,7.0,Medium,84.9,35.7
2491,College,Female,22,Urban,SC,Government,English,22795,12th,No School,Yes,Yes,Yes,Yes,No,6,12.6,2.9,91.7,7.1,Low,81.0,39.1
2492,College,Male,22,Urban,General,Government,Hindi,87399,Graduate,10th,Yes,No,Yes,No,No,8,3.3,5.4,84.2,5.9,Low,98.0,50.0
2493,College,Female,21,Urban,ST,Government,English,74116,12th,10th,No,Yes,No,Yes,No,4,10.0,6.2,90.5,5.8,High,98.0,52.0
2494,College,Male,24,Urban,ST,Government,Hindi,14053,10th,No School,Yes,Yes,No,Yes,No,4,12.6,3.2,83.5,8.3,Low,83.4,34.3
2495,College,Female,17,Rural,OBC,Government,Hindi,11269,Postgraduate,Postgraduate,Yes,Yes,Yes,Yes,No,3,5.5,4.6,92.7,8.3,Low,89.0,42.3
2496,College,Male,18,Rural,OBC,Government,English,59160,Graduate,12th,Yes,Yes,Yes,Yes,No,6,19.9,3.6,65.5,6.5,Low,85.0,39.8
2497,College,Female,19,Urban,OBC,Private,Hindi,17645,10th,Graduate,No,Yes,No,Yes,No,5,14.7,2.7,81.2,6.0,Medium,79.0,32.1
2498,College,Male,19,Rural,General,Private,Hindi,70823,Graduate,10th,Yes,Yes,Yes,No,Yes,8,3.0,4.6,76.0,4.7,Low,79.4,46.2
2499,College,Male,23,Rural,General,Government,English,14023,12th,12th,Yes,Yes,No,Yes,No,6,1.8,3.5,87.6,7.6,Low,74.3,34.2
2500,College,Male,20,Urban,OBC,Government,Hindi,105974,Postgraduate,10th,Yes,Yes,Yes,No,No,5,12.5,4.0,69.4,5.5,Low,98.0,56.7
2501,College,Female,24,Rural,OBC,Government,Hindi,16624,12th,Postgraduate,No,Yes,No,Yes,No,5,12.9,4.2,70.6,4.8,Medium,98.0,39.1
2502,College,Male,24,Urban,OBC,Government,Hindi,86405,Postgraduate,12th,Yes,No,No,Yes,Yes,7,0.5,4.9,74.2,7.4,Medium,98.0,49.9
2503,College,Male,22,Rural,OBC,Government,English,95396,No School,No School,No,Yes,No,No,No,5,4.9,3.0,74.1,4.7,Low,90.3,45.4
2504,College,Female,23,Rural,General,Private,English,58480,Graduate,No School,Yes,Yes,No,Yes,No,3,14.3,5.2,100.0,4.7,Low,98.0,50.9
2505,College,Male,24,Rural,General,Government,Hindi,16680,Graduate,10th,Yes,Yes,Yes,Yes,No,8,8.6,1.4,60.1,6.9,Medium,67.6,31.5
2506,College,Female,17,Rural,OBC,Private,Hindi,13033,12th,12th,Yes,Yes,Yes,Yes,No,5,4.8,3.7,81.5,7.9,Medium,83.5,37.5
2507,College,Female,19,Rural,SC,Private,Hindi,23060,No School,No School,No,Yes,Yes,No,Yes,7,6.6,4.3,94.6,4.9,Low,92.0,42.3
2508,College,Male,22,Rural,OBC,Government,Hindi,44389,12th,10th,Yes,Yes,Yes,Yes,No,4,6.5,2.7,76.9,7.2,Medium,90.0,44.1
2509,College,Male,17,Urban,SC,Government,Hindi,87625,10th,No School,Yes,Yes,No,No,No,3,17.9,3.6,73.6,8.3,Medium,88.2,45.6
2510,College,Female,20,Rural,OBC,Government,Hindi,55067,12th,12th,Yes,No,Yes,Yes,Yes,5,1.4,5.0,85.6,6.9,Low,98.0,48.7
2511,College,Male,19,Urban,OBC,Government,Hindi,27026,10th,12th,Yes,Yes,Yes,Yes,No,5,10.0,2.2,52.6,6.7,Medium,69.8,30.0
2512,College,Male,21,Rural,OBC,Private,Hindi,56700,Postgraduate,Graduate,Yes,Yes,No,No,No,3,12.9,4.3,87.4,6.9,Medium,94.1,50.5
2513,College,Female,18,Rural,General,Government,English,20878,Graduate,No School,Yes,Yes,No,Yes,No,3,17.4,4.2,65.3,8.0,Low,77.5,30.6
2514,College,Female,23,Rural,OBC,Government,Hindi,121063,Postgraduate,10th,Yes,No,No,No,Yes,3,2.3,2.8,81.3,6.2,Low,98.0,47.4
2515,College,Female,23,Urban,General,Government,Hindi,24663,12th,12th,No,Yes,Yes,Yes,No,5,19.6,4.2,79.1,8.8,Low,98.0,42.2
2516,College,Male,23,Rural,SC,Government,Hindi,14452,12th,12th,Yes,Yes,No,Yes,Yes,8,17.5,3.4,69.4,6.9,Medium,83.8,30.0
2517,College,Male,21,Rural,General,Government,Hindi,4766,12th,Graduate,Yes,Yes,Yes,Yes,No,6,7.9,1.6,80.1,5.1,Low,64.9,32.7
2518,College,Female,18,Rural,General,Government,Hindi,13847,12th,Graduate,Yes,Yes,No,No,Yes,4,13.2,4.2,64.2,6.2,Low,85.4,37.7
2519,College,Male,19,Rural,SC,Government,English,19169,Postgraduate,No School,Yes,Yes,Yes,Yes,No,3,18.1,3.6,73.4,5.4,Low,92.2,39.7
2520,College,Female,18,Urban,OBC,Government,Hindi,63332,Graduate,No School,Yes,Yes,Yes,No,No,8,13.5,3.7,69.9,7.2,Low,96.8,41.4
2521,College,Male,23,Rural,OBC,Private,English,35560,No School,No School,Yes,Yes,No,Yes,Yes,7,5.1,2.8,78.9,6.5,Medium,80.3,37.6
2522,College,Female,22,Rural,SC,Government,Hindi,78940,Graduate,10th,No,Yes,No,Yes,No,3,6.7,3.4,84.5,6.8,Low,85.4,38.6
2523,College,Male,23,Rural,General,Government,Hindi,102162,12th,10th,No,No,No,No,No,8,17.1,5.8,85.9,6.3,Low,98.0,50.4
2524,College,Male,22,Urban,SC,Government,English,6366,10th,10th,Yes,Yes,Yes,Yes,No,6,13.4,4.5,72.5,8.3,Medium,82.2,39.7
2525,College,Male,23,Rural,OBC,Government,Hindi,20321,10th,10th,No,Yes,No,No,No,3,2.3,3.5,84.1,8.4,Low,75.3,32.2
2526,College,Female,21,Rural,ST,Government,Hindi,5492,No School,No School,Yes,Yes,No,No,No,7,13.8,1.4,70.0,4.8,Low,72.6,30.0
2527,College,Male,21,Urban,OBC,Government,Hindi,31532,12th,Postgraduate,Yes,Yes,Yes,No,No,6,12.8,2.2,70.0,8.3,Low,77.0,40.1
2528,College,Male,18,Urban,OBC,Government,English,23345,12th,No School,No,Yes,Yes,No,No,4,3.0,3.3,74.7,7.6,Low,81.1,30.4
2529,College,Female,18,Rural,SC,Government,English,10093,10th,Graduate,Yes,Yes,No,Yes,Yes,7,16.3,1.6,64.0,6.9,Medium,81.3,30.0
2530,College,Male,17,Rural,General,Government,English,7526,10th,12th,Yes,No,No,No,Yes,8,10.5,5.6,61.1,8.1,Low,89.1,39.8
2531,College,Female,24,Rural,OBC,Private,English,10393,10th,12th,Yes,Yes,Yes,Yes,No,8,12.5,4.5,87.9,8.8,Low,85.9,41.7
2532,College,Female,19,Urban,OBC,Government,English,44178,10th,No School,No,Yes,Yes,No,No,6,1.7,3.2,93.7,5.5,Low,86.9,44.4
2533,College,Female,21,Urban,OBC,Government,English,34796,10th,12th,Yes,Yes,Yes,Yes,No,8,14.2,4.5,75.9,8.1,Medium,87.6,52.2
2534,College,Female,23,Urban,OBC,Government,Hindi,4149,12th,10th,Yes,Yes,No,Yes,No,3,10.3,4.8,80.2,7.6,Low,97.9,42.1
2535,College,Male,24,Rural,General,Government,Hindi,33447,Graduate,No School,Yes,Yes,No,Yes,Yes,8,19.1,4.4,55.8,6.5,Medium,92.3,38.8
2536,College,Female,23,Rural,General,Private,Hindi,21310,10th,Graduate,Yes,Yes,No,Yes,Yes,7,11.0,3.1,76.8,7.8,Medium,91.2,36.3
2537,College,Female,17,Urban,General,Private,Hindi,90030,12th,12th,Yes,Yes,No,Yes,No,7,18.5,4.9,84.2,8.0,Medium,97.4,57.1
2538,College,Male,24,Urban,General,Government,English,72141,10th,12th,Yes,Yes,No,No,No,8,16.4,2.9,75.5,8.3,Medium,88.3,44.5
2539,College,Male,17,Urban,General,Government,Hindi,28069,Graduate,12th,Yes,Yes,Yes,Yes,No,6,4.4,2.9,81.1,8.1,Low,89.0,43.5
2540,College,Male,20,Rural,SC,Private,Hindi,73041,Graduate,No School,Yes,Yes,Yes,No,No,8,17.1,4.3,72.9,8.0,Low,98.0,50.9
2541,College,Male,21,Urban,OBC,Private,Hindi,14581,No School,12th,Yes,Yes,No,Yes,No,4,8.5,3.6,79.5,4.7,Medium,86.4,37.3
2542,College,Female,17,Rural,OBC,Government,Hindi,10898,12th,10th,Yes,Yes,No,Yes,Yes,7,16.3,4.7,71.6,8.9,Low,87.8,35.7
2543,College,Male,19,Urban,General,Government,English,19247,12th,No School,Yes,Yes,Yes,Yes,No,5,5.2,2.5,71.9,7.3,Low,72.1,32.4
2544,College,Male,24,Urban,General,Private,English,83791,10th,12th,Yes,Yes,No,Yes,Yes,7,17.4,0.5,62.7,7.1,Medium,71.0,36.8
2545,College,Male,23,Rural,General,Government,Hindi,75639,10th,Graduate,Yes,No,No,Yes,Yes,3,18.9,1.9,80.3,6.6,Medium,92.1,48.5
2546,College,Male,17,Urban,General,Government,Hindi,8811,10th,12th,Yes,Yes,Yes,Yes,No,6,19.5,3.7,74.4,5.7,Low,79.9,36.3
2547,College,Male,23,Urban,OBC,Government,Hindi,11250,12th,12th,No,Yes,No,Yes,Yes,6,18.1,3.7,77.3,5.1,Medium,88.9,35.4
2548,College,Male,17,Rural,General,Government,Hindi,20606,12th,10th,Yes,Yes,Yes,No,No,7,17.9,5.9,84.8,9.0,Low,94.9,43.4
2549,College,Female,17,Urban,ST,Government,Hindi,6809,12th,No School,Yes,Yes,No,Yes,No,3,16.6,1.1,70.1,5.7,Medium,66.4,30.0
2550,College,Female,21,Urban,OBC,Government,Hindi,22058,12th,12th,Yes,Yes,No,Yes,Yes,3,10.2,3.3,58.3,6.6,Low,91.5,43.7
2551,College,Male,18,Rural,OBC,Private,Hindi,16630,Graduate,12th,Yes,No,No,No,No,8,19.8,2.9,81.2,6.5,Low,93.0,38.0
2552,College,Male,21,Rural,SC,Private,Hindi,29144,12th,12th,No,Yes,No,Yes,No,7,10.2,4.0,62.7,8.9,Low,94.2,35.2
2553,College,Female,22,Rural,General,Private,Hindi,21978,12th,No School,No,Yes,Yes,No,No,5,6.5,2.0,66.2,8.5,Low,79.9,30.0
2554,College,Female,21,Urban,General,Government,Hindi,22970,12th,Graduate,No,Yes,No,No,No,8,3.3,4.7,84.1,7.2,Low,93.9,34.0
2555,College,Female,19,Urban,SC,Government,Hindi,15226,Postgraduate,10th,Yes,Yes,No,No,No,3,6.6,4.1,64.0,5.9,Low,80.3,37.2
2556,College,Male,20,Rural,OBC,Private,Hindi,24190,12th,12th,No,Yes,Yes,No,Yes,3,5.9,3.2,62.1,7.9,Medium,68.6,32.3
2557,College,Female,17,Rural,OBC,Government,Hindi,37970,Graduate,12th,No,Yes,Yes,No,No,4,3.0,4.5,94.1,8.2,Low,96.1,42.8
2558,College,Female,20,Urban,General,Government,Hindi,46991,12th,Graduate,Yes,No,Yes,Yes,Yes,5,7.8,3.6,85.2,4.9,Low,85.8,44.5
2559,College,Male,21,Rural,General,Government,Hindi,68232,No School,No School,Yes,Yes,No,No,No,3,13.4,1.8,83.3,4.8,Medium,86.4,40.5
2560,College,Male,21,Urban,General,Government,English,67743,Graduate,10th,No,Yes,No,No,Yes,5,5.8,3.9,84.4,6.2,Low,86.9,47.4
2561,College,Male,19,Rural,General,Government,Hindi,7086,12th,12th,Yes,No,Yes,Yes,No,6,10.5,5.2,82.6,6.6,Medium,98.0,45.3
2562,College,Female,17,Rural,OBC,Government,English,10040,Graduate,10th,Yes,Yes,Yes,Yes,No,7,4.2,4.7,67.7,8.3,Low,98.0,43.4
2563,College,Female,24,Rural,OBC,Government,Hindi,40176,Postgraduate,No School,Yes,No,Yes,No,No,6,11.6,2.1,72.3,7.7,Low,94.0,42.2
2564,College,Male,19,Urban,General,Private,Hindi,60344,12th,10th,No,Yes,Yes,No,No,8,16.4,5.8,68.1,6.3,Low,94.6,50.2
2565,College,Male,23,Urban,OBC,Private,English,14840,10th,12th,Yes,Yes,No,Yes,No,6,10.8,3.7,70.3,5.7,Low,75.2,34.7
2566,College,Female,19,Urban,OBC,Government,Hindi,42525,10th,12th,Yes,Yes,No,Yes,No,8,3.3,6.0,94.9,7.6,Medium,98.0,54.2
2567,College,Male,22,Rural,OBC,Government,Hindi,9625,12th,10th,No,Yes,No,Yes,No,7,2.3,4.2,80.3,4.7,Low,90.9,36.4
2568,College,Female,24,Urban,General,Private,Hindi,18040,10th,Postgraduate,Yes,Yes,Yes,No,Yes,7,9.2,3.8,98.4,8.1,Low,96.3,49.9
2569,College,Male,20,Urban,SC,Government,Hindi,8844,12th,No School,Yes,Yes,No,No,Yes,8,19.4,3.9,66.6,8.5,Medium,78.6,36.7
2570,College,Male,18,Urban,SC,Government,English,15164,Graduate,10th,No,Yes,No,Yes,No,3,7.5,4.0,64.0,6.3,Low,79.2,36.9
2571,College,Female,20,Urban,OBC,Government,Hindi,24430,12th,Graduate,Yes,Yes,Yes,No,No,8,1.4,4.4,78.5,7.3,Low,82.5,46.8
2572,College,Female,21,Rural,OBC,Government,Hindi,20164,12th,10th,Yes,Yes,No,No,No,4,2.8,4.4,81.7,6.9,Medium,84.5,37.3
2573,College,Male,22,Rural,General,Private,Hindi,8377,12th,10th,Yes,Yes,No,No,No,7,1.6,3.5,75.5,7.7,Low,83.1,30.2
2574,College,Male,19,Rural,General,Government,Hindi,14965,12th,10th,Yes,Yes,No,Yes,No,8,13.6,4.1,71.7,6.8,Low,73.1,36.7
2575,College,Female,24,Rural,OBC,Government,Hindi,15136,10th,10th,Yes,Yes,Yes,Yes,No,7,14.8,3.3,83.0,7.4,Low,87.7,35.0
2576,College,Female,21,Urban,OBC,Private,Hindi,89875,Graduate,No School,Yes,Yes,No,No,Yes,4,6.1,1.7,65.2,6.5,Medium,78.6,44.1
2577,College,Female,24,Urban,SC,Private,Hindi,15009,Graduate,12th,Yes,Yes,Yes,No,No,5,15.4,4.4,65.2,8.2,Low,79.3,35.8
2578,College,Female,18,Rural,OBC,Private,Hindi,10412,10th,No School,No,Yes,No,No,No,8,6.3,2.7,71.6,6.7,Medium,71.3,30.0
2579,College,Female,20,Urban,OBC,Government,Hindi,8188,12th,12th,No,Yes,Yes,No,No,8,2.5,3.1,88.6,6.6,Low,88.5,30.0
2580,College,Male,18,Urban,SC,Government,English,17658,No School,12th,Yes,Yes,No,No,Yes,5,16.3,5.6,86.5,8.1,Medium,87.9,41.7
2581,College,Female,24,Rural,OBC,Government,English,24903,No School,No School,Yes,Yes,Yes,Yes,No,7,8.1,3.1,73.4,7.4,Low,93.5,40.2
2582,College,Female,22,Urban,SC,Government,Hindi,59162,Graduate,12th,Yes,Yes,No,No,No,6,8.3,5.5,70.3,8.3,Medium,98.0,48.7
2583,College,Male,17,Rural,General,Government,English,69439,Postgraduate,12th,No,Yes,Yes,Yes,No,6,9.0,1.9,53.8,8.0,Medium,90.6,45.1
2584,College,Female,21,Urban,ST,Private,Hindi,64922,12th,Graduate,Yes,Yes,Yes,No,No,7,6.3,4.7,89.5,6.6,Low,98.0,48.7
2585,College,Female,23,Rural,OBC,Government,Hindi,15100,12th,10th,Yes,Yes,Yes,Yes,No,5,18.8,2.9,55.7,7.1,Low,72.3,31.1
2586,College,Female,21,Urban,OBC,Private,English,54458,Graduate,Graduate,Yes,Yes,No,No,No,8,16.9,4.4,78.3,7.7,Low,92.0,50.1
2587,College,Female,20,Rural,OBC,Government,English,93603,Postgraduate,10th,Yes,Yes,No,No,No,3,11.7,3.0,73.7,4.8,Medium,82.7,45.9
2588,College,Female,20,Urban,OBC,Government,Hindi,21838,No School,10th,Yes,Yes,No,No,No,6,5.4,2.4,75.4,6.9,Low,79.4,36.7
2589,College,Female,17,Urban,General,Private,English,10787,Graduate,10th,Yes,Yes,No,Yes,No,6,6.5,1.0,78.0,7.5,Low,65.9,30.0
2590,College,Male,24,Urban,General,Private,Hindi,6001,10th,12th,Yes,No,Yes,No,Yes,6,14.1,4.2,81.8,5.7,Low,91.6,46.9
2591,College,Female,20,Urban,General,Government,Hindi,29006,10th,12th,Yes,Yes,No,Yes,No,5,5.7,1.4,57.3,8.0,Medium,68.8,30.0
2592,College,Male,22,Rural,OBC,Private,Hindi,17624,10th,12th,Yes,Yes,Yes,Yes,No,4,7.8,2.9,74.4,8.0,Medium,98.0,39.4
2593,College,Female,18,Urban,ST,Private,English,46397,12th,No School,Yes,Yes,Yes,Yes,No,4,18.4,4.8,58.7,8.5,Medium,98.0,45.6
2594,College,Female,19,Rural,ST,Government,Hindi,17556,12th,12th,Yes,Yes,No,Yes,No,3,9.0,3.9,80.6,8.0,Low,98.0,39.5
2595,College,Male,22,Rural,SC,Private,Hindi,32796,Graduate,12th,Yes,Yes,No,Yes,Yes,8,3.1,3.9,82.9,8.1,Medium,75.7,38.3
2596,College,Male,24,Rural,SC,Government,Hindi,15034,Postgraduate,Graduate,Yes,No,No,No,No,7,6.5,6.0,89.7,8.2,Low,98.0,45.1
